Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
6372,Home Mortgage,732032,10+ years,0,8,17.5,276474,0,16,0,debt consolidation,Long Term,334598,166193,10615,731,0
6373,Rent,1087009,4 years,0,10,9.4,386518,0,,0,debt consolidation,Long Term,419540,186599,19929,7130,1
6374,Home Mortgage,2126290,8 years,0,19,16.9,1301894,0,16,0,debt consolidation,Short Term,99999999,695989,31717,742,0
6375,Rent,575472,4 years,0,7,10.9,355410,0,,0,debt consolidation,Short Term,238766,271035,13907,725,0
6376,Rent,943825,7 years,0,10,9.5,358732,0,,0,business loan,Short Term,358996,179075,12191,703,1
6377,Own Home,1674489,1 year,0,10,14.5,365728,0,65,0,debt consolidation,Short Term,99999999,224580,22187,734,0
6378,Home Mortgage,,10+ years,0,12,27.5,289278,0,28,0,debt consolidation,Short Term,109626,237329,11964,,1
6379,Home Mortgage,2081640,3 years,0,17,15,2260918,0,,0,debt consolidation,Short Term,99999999,267501,26888,743,0
6380,Home Mortgage,1014296,,0,13,28.3,496958,3,7,0,debt consolidation,Short Term,325754,154926,22146,737,1
6381,Home Mortgage,1377576,10+ years,0,12,30.4,341594,0,23,0,debt consolidation,Long Term,553850,81719,22730,715,0
6382,Rent,457558,,0,5,13.5,614042,0,,0,home improvements,Short Term,99999999,72124,1640,751,0
6383,Rent,660478,1 year,0,6,11.8,161634,0,,0,business loan,Short Term,99999999,51357,716,736,0
6384,Home Mortgage,1264735,7 years,0,10,11.4,439362,0,,0,debt consolidation,Short Term,99999999,350987,15177,734,0
6385,Rent,489535,< 1 year,0,3,8.8,313258,0,,0,debt consolidation,Short Term,156706,240768,9709,732,0
6386,Home Mortgage,1069244,10+ years,0,7,7.7,263384,0,,0,debt consolidation,Long Term,329208,180386,16395,706,0
6387,Home Mortgage,1781364,3 years,0,12,9.6,915948,0,47,0,debt consolidation,Long Term,607926,554534,16329,652,1
6388,Rent,,9 years,0,8,23.4,170522,0,10,0,debt consolidation,Short Term,175758,145065,14491,,0
6389,Rent,1162325,3 years,0,15,17,322124,0,47,0,debt consolidation,Short Term,99999999,270123,14529,705,0
6390,Home Mortgage,669978,10+ years,0,9,18.2,872564,0,,0,debt consolidation,Short Term,301686,231344,10217,748,0
6391,Rent,1058186,10+ years,0,7,20,258742,0,30,0,debt consolidation,Short Term,517858,94734,11199,739,0
6392,Rent,993225,,0,7,16.8,387794,0,,0,debt consolidation,Short Term,383350,333564,17001,709,0
6393,Home Mortgage,569943,< 1 year,0,14,14.3,153978,0,45,0,educational expenses,Short Term,99999999,75278,5129,727,0
6394,Home Mortgage,,3 years,0,10,17,611996,0,,0,debt consolidation,Short Term,237402,343026,16822,,1
6395,Rent,1835666,,0,17,33,1470370,0,,0,debt consolidation,Short Term,487102,753027,34266,7360,1
6396,Rent,689263,6 years,0,7,6.6,445390,0,,0,debt consolidation,Long Term,266024,187701,15911,679,1
6397,Home Mortgage,1535162,10+ years,0,20,25.5,513524,0,23,0,debt consolidation,Short Term,438900,283404,15863,743,0
6398,Home Mortgage,1240434,< 1 year,0,7,17.1,106106,0,1,0,home improvements,Short Term,441936,86868,24602,719,1
6399,Rent,1438281,10+ years,1,11,19.8,436744,1,,0,debt consolidation,Short Term,99999999,205561,24810,743,0
6400,Own Home,965770,10+ years,0,16,19.2,1119008,0,,0,debt consolidation,Short Term,402578,351766,9738,744,0
6401,Rent,2158590,3 years,0,12,15.6,608432,0,,0,debt consolidation,Short Term,305250,266399,38675,743,0
6402,Home Mortgage,,7 years,0,17,21,469920,1,,1,debt consolidation,Short Term,223696,290586,11123,,1
6403,Rent,537054,8 years,0,5,16.5,478148,0,,0,debt consolidation,Short Term,166562,122645,2435,746,0
6404,Home Mortgage,,8 years,0,10,12.7,461802,0,,0,debt consolidation,Short Term,214610,230128,14170,,0
6405,Rent,,1 year,0,15,29.4,706200,0,42,0,debt consolidation,Short Term,407440,445835,32833,,0
6406,Home Mortgage,,3 years,0,7,24.5,951808,0,,0,other,Short Term,89298,385529,28729,,0
6407,Home Mortgage,1108118,10+ years,0,10,14.6,347776,1,74,1,debt consolidation,Short Term,99999999,224960,17822,726,0
6408,Own Home,598576,1 year,0,13,5.9,348854,0,20,0,vacation,Short Term,51986,36765,9228,654,0
6409,Home Mortgage,2426775,10+ years,0,11,16.9,1860144,0,25,0,debt consolidation,Short Term,605220,976733,26695,743,0
6410,Rent,871416,3 years,0,12,14,228976,0,12,0,buy a car,Short Term,224224,10279,10631,735,1
6411,Home Mortgage,769196,10+ years,0,6,13.1,411862,0,,0,debt consolidation,Short Term,133606,193154,8974,745,1
6412,Own Home,3799240,< 1 year,0,16,16,242176,0,19,0,debt consolidation,Short Term,307934,106039,27228,735,0
6413,Home Mortgage,2281995,7 years,0,15,8.9,667832,0,,0,debt consolidation,Long Term,445478,302214,28145,705,0
6414,Home Mortgage,,7 years,0,9,15.9,267960,0,,0,debt consolidation,Long Term,272404,195795,13892,,1
6415,Own Home,369436,,0,14,43.2,939576,0,,0,educational expenses,Long Term,150502,8113,1524,744,0
6416,Home Mortgage,1827553,5 years,0,10,11.8,367246,0,47,0,debt consolidation,Short Term,431860,205200,10630,724,0
6417,Home Mortgage,,10+ years,0,16,23.4,2146738,0,,0,home improvements,Short Term,608916,155743,45201,,0
6418,Rent,,2 years,0,4,13.4,99924,0,,0,buy a car,Short Term,133210,63004,11104,,0
6419,Rent,981122,10+ years,0,13,17.7,802714,0,,0,debt consolidation,Short Term,496166,246107,19786,716,0
6420,Rent,654835,6 years,0,4,5.7,71500,0,30,0,debt consolidation,Short Term,99999999,60211,10477,647,0
6421,Rent,2601176,3 years,0,11,16.4,517704,0,,0,debt consolidation,Short Term,446204,340689,37934,741,0
6422,Rent,,< 1 year,0,9,7.9,180906,0,,0,debt consolidation,Short Term,107624,108281,11244,,0
6423,Home Mortgage,,4 years,0,10,11.6,508310,0,,0,debt consolidation,Long Term,303072,215555,14100,,1
6424,Home Mortgage,2122262,< 1 year,0,20,12.9,1641860,0,,0,debt consolidation,Short Term,99999999,415454,23699,748,0
6425,Rent,1587545,7 years,0,10,13.5,367774,0,43,0,debt consolidation,Long Term,216260,173090,23152,658,0
6426,Rent,1321887,5 years,0,9,13.3,542058,0,,0,other,Long Term,131186,260756,23364,704,0
6427,Own Home,1418160,9 years,0,9,21.4,256256,1,,1,debt consolidation,Short Term,218944,27664,9265,709,1
6428,Own Home,671080,5 years,0,9,9.3,170434,0,26,0,medical bills,Short Term,64746,76684,9787,7350,1
6429,Home Mortgage,1993651,4 years,0,24,17.6,1241504,0,,0,debt consolidation,Short Term,563046,700150,31400,742,0
6430,Home Mortgage,1678308,6 years,0,13,23.4,1040820,0,36,0,debt consolidation,Long Term,537130,635512,28811,701,0
6431,Rent,,4 years,0,11,13.8,182226,0,,0,debt consolidation,Short Term,124124,123690,11857,,0
6432,Home Mortgage,1515288,8 years,0,6,15.4,479864,0,,0,debt consolidation,Short Term,394768,190646,17300,750,0
6433,Home Mortgage,1060998,10+ years,0,7,18.9,379764,0,27,0,debt consolidation,Short Term,268048,188252,5438,739,0
6434,Rent,748182,8 years,0,9,15.5,484110,1,,0,debt consolidation,Short Term,222134,242079,11160,739,0
6435,Home Mortgage,1315503,9 years,0,15,13.9,944394,0,6,0,debt consolidation,Short Term,348172,694906,22364,716,0
6436,Rent,962635,5 years,0,9,19.4,461582,0,68,0,debt consolidation,Long Term,267520,272669,16926,667,0
6437,Rent,1428857,5 years,0,19,14.1,535524,0,,0,debt consolidation,Long Term,534930,170658,28577,719,0
6438,Rent,1344896,2 years,0,9,30,157960,0,17,0,debt consolidation,Short Term,649044,102030,27458,726,1
6439,Rent,1413467,9 years,0,15,19.6,911834,0,7,0,other,Short Term,218218,497686,15996,743,0
6440,Home Mortgage,733685,< 1 year,0,9,22.5,463518,0,18,0,debt consolidation,Short Term,220770,280630,18097,740,0
6441,Own Home,966530,1 year,0,9,11.1,297836,0,54,0,debt consolidation,Long Term,231660,219925,14176,682,0
6442,Home Mortgage,1043062,10+ years,0,7,32.3,752048,0,,0,debt consolidation,Short Term,215864,164977,13908,750,0
6443,Rent,287964,1 year,0,8,25.5,157542,0,55,0,debt consolidation,Short Term,22220,6251,3024,695,0
6444,Rent,,10+ years,0,11,14.3,321178,0,,0,debt consolidation,Short Term,165044,156161,15749,,0
6445,Rent,936700,10+ years,0,14,33,690074,0,55,0,other,Short Term,86768,268774,21076,739,0
6446,Home Mortgage,1114445,10+ years,0,13,12.2,487498,0,48,0,debt consolidation,Short Term,472780,372590,22196,690,0
6447,Home Mortgage,1631967,3 years,0,9,29.5,275506,0,8,0,debt consolidation,Short Term,155628,144666,20672,748,0
6448,Home Mortgage,2545240,10+ years,0,9,23.1,2120184,0,23,0,debt consolidation,Long Term,606760,939341,26958,618,0
6449,Rent,1067610,1 year,0,10,15.2,958408,0,30,0,debt consolidation,Short Term,441496,446139,14680,737,0
6450,Home Mortgage,870314,7 years,0,7,17.8,593538,0,,0,home improvements,Short Term,260326,191710,4119,751,0
6451,Rent,,5 years,0,13,12,489302,0,,0,debt consolidation,Short Term,279290,182134,9004,,0
6452,Rent,760608,2 years,0,10,15.8,112222,0,,0,debt consolidation,Short Term,143110,83353,9761,731,1
6453,Home Mortgage,1078820,7 years,0,17,24,2157188,0,46,0,debt consolidation,Short Term,521136,534679,22116,749,0
6454,Rent,764864,2 years,0,9,13.5,230098,0,,0,debt consolidation,Short Term,140030,102923,5488,738,0
6455,Home Mortgage,1093944,10+ years,0,11,11.8,877250,0,,0,debt consolidation,Short Term,397782,553812,24431,731,0
6456,Home Mortgage,737333,,0,24,42.3,1573066,0,50,0,debt consolidation,Short Term,125972,55708,2458,733,0
6457,Rent,1361388,8 years,0,8,20.1,576180,1,,1,debt consolidation,Long Term,450384,308028,28135,665,1
6458,Home Mortgage,2331756,,0,16,14.8,720500,0,29,0,debt consolidation,Short Term,157498,135033,34393,744,1
6459,Rent,2618618,10+ years,0,7,28.7,727958,0,34,0,debt consolidation,Short Term,336908,459572,32951,741,1
6460,Rent,647843,10+ years,0,8,27.6,277728,0,81,0,debt consolidation,Short Term,99999999,194294,11823,730,0
6461,Rent,1212846,7 years,0,13,19.6,945164,0,72,0,debt consolidation,Long Term,620356,621186,17283,628,1
6462,Own Home,457235,,0,3,26.7,150040,1,,1,home improvements,Short Term,99999999,78014,1886,725,0
6463,Home Mortgage,1074982,10+ years,0,18,16,480524,0,12,0,debt consolidation,Long Term,283888,153140,14871,700,0
6464,Home Mortgage,1448959,6 years,0,13,15.8,341924,0,,0,debt consolidation,Short Term,322652,243029,19923,747,0
6465,Home Mortgage,1392491,1 year,0,6,10,185746,0,,0,debt consolidation,Short Term,246334,92891,24253,7360,1
6466,Home Mortgage,2620670,10+ years,1,19,29.2,1220780,1,,0,debt consolidation,Long Term,674322,644176,24459,718,0
6467,Rent,845367,9 years,0,13,13.8,556402,0,4,0,other,Short Term,133474,41800,11342,699,0
6468,Rent,1766468,1 year,0,7,16.1,606914,0,,0,debt consolidation,Short Term,99999999,368467,15898,748,0
6469,Rent,1176727,2 years,0,11,20.7,281534,0,45,0,debt consolidation,Short Term,178684,192337,19514,739,0
6470,Rent,2133054,3 years,0,7,15.1,283052,0,25,0,debt consolidation,Short Term,134728,39121,11874,740,0
6471,Rent,,1 year,0,6,20.4,181126,0,45,0,debt consolidation,Short Term,148324,91979,2444,,0
6472,Rent,10149344,5 years,0,10,17.5,270380,0,22,0,debt consolidation,Short Term,664818,205713,61235,692,0
6473,Home Mortgage,1907543,10+ years,0,17,18.4,494934,0,19,0,debt consolidation,Short Term,266112,238070,23685,717,0
6474,Home Mortgage,1382326,5 years,0,13,20.5,1479060,0,,0,debt consolidation,Short Term,99999999,169898,16357,750,0
6475,Rent,,3 years,0,8,15.3,462242,0,44,0,small business,Short Term,336666,320568,27299,,1
6476,Own Home,,10+ years,0,17,28,1245882,0,,0,debt consolidation,Short Term,787182,790856,35408,,0
6477,Home Mortgage,641383,< 1 year,0,14,34,818818,0,,0,other,Short Term,173118,202958,15019,746,1
6478,Home Mortgage,1483672,< 1 year,0,8,14.9,713218,0,,0,debt consolidation,Short Term,257686,275329,15220,746,0
6479,Home Mortgage,,10+ years,0,12,14.3,393998,0,27,0,debt consolidation,Short Term,67166,261668,9589,,0
6480,Rent,1064437,7 years,0,12,15.5,291258,0,,0,debt consolidation,Short Term,188232,165015,12773,734,0
6481,Home Mortgage,879149,8 years,0,11,22.6,864644,0,12,0,debt consolidation,Short Term,99999999,243428,8205,745,0
6482,Rent,1969198,2 years,0,13,17.4,687896,0,57,0,debt consolidation,Short Term,268246,295868,28061,738,0
6483,Home Mortgage,,8 years,0,10,13.6,431024,0,,0,debt consolidation,Short Term,217712,142196,10739,,0
6484,Rent,927238,< 1 year,0,20,17,371052,1,,1,debt consolidation,Short Term,99999999,190988,19240,747,0
6485,Rent,1129284,8 years,0,11,10.5,472626,0,,0,debt consolidation,Short Term,305096,242877,16563,740,0
6486,Home Mortgage,3714120,9 years,0,18,17.1,849222,0,,0,debt consolidation,Long Term,301048,621946,78925,729,1
6487,Rent,833150,2 years,0,12,17.9,617540,0,,0,debt consolidation,Short Term,181984,176529,17913,730,1
6488,Rent,755896,2 years,0,10,13.2,514822,0,,0,other,Short Term,124718,140505,9638,704,0
6489,Home Mortgage,602775,7 years,0,10,15.2,553630,0,,0,debt consolidation,Long Term,312950,250553,10247,710,0
6490,Home Mortgage,1984037,10+ years,0,14,24,902946,0,,0,debt consolidation,Short Term,546986,517788,22982,724,0
6491,Home Mortgage,460522,< 1 year,0,5,20.5,817784,0,,0,debt consolidation,Short Term,80542,69920,5373,740,0
6492,Rent,989881,3 years,0,11,10,535172,0,,0,other,Short Term,132242,42978,9321,744,0
6493,Rent,737257,2 years,0,19,16.6,96800,0,13,0,debt consolidation,Short Term,68816,63460,15175,734,0
6494,Rent,,< 1 year,0,9,10.5,262570,0,,0,home improvements,Short Term,87494,152152,9052,,0
6495,Rent,879073,< 1 year,0,10,18.8,315370,1,59,1,debt consolidation,Short Term,103950,32965,5128,748,0
6496,Home Mortgage,,3 years,0,14,19.5,612172,0,24,0,debt consolidation,Short Term,217888,389652,33326,,0
6497,Rent,874437,2 years,0,20,10.9,457974,0,,0,debt consolidation,Short Term,99999999,254334,23245,730,0
6498,Rent,749284,4 years,0,10,11,292754,0,,0,debt consolidation,Short Term,118756,122626,9241,739,0
6499,Home Mortgage,1224873,< 1 year,0,13,17,829356,0,,0,debt consolidation,Short Term,99999999,369588,15005,721,0
6500,Rent,2237136,10+ years,0,10,23.6,1639792,0,,0,debt consolidation,Short Term,604428,543818,38031,749,0
6501,Home Mortgage,1862000,5 years,0,12,10,325226,0,22,0,debt consolidation,Long Term,629024,112347,26223,6690,1
6502,Home Mortgage,904343,4 years,0,8,20.4,307714,0,21,0,debt consolidation,Short Term,323400,159448,19895,7340,1
6503,Home Mortgage,874323,2 years,0,12,23.6,472736,0,,0,debt consolidation,Short Term,345334,130644,14281,7370,1
6504,Home Mortgage,2255148,1 year,0,15,14,2933458,0,,0,other,Short Term,565774,184946,12178,746,0
6505,Home Mortgage,,,0,6,42.4,2748240,0,11,0,debt consolidation,Short Term,106260,1571243,4753,,1
6506,Home Mortgage,,2 years,0,10,14,362516,1,,1,debt consolidation,Short Term,287958,23788,13188,,0
6507,Rent,624815,3 years,0,7,47.4,363682,0,,0,debt consolidation,Short Term,99999999,280801,8122,728,0
6508,Rent,868490,6 years,0,7,16.5,135564,0,11,0,debt consolidation,Short Term,131164,106761,23160,705,1
6509,Rent,1128942,5 years,0,19,15,507584,0,5,0,debt consolidation,Long Term,544676,245917,31610,669,1
6510,Home Mortgage,868091,5 years,0,12,8.9,323928,0,,0,debt consolidation,Long Term,99999999,156655,10345,743,0
6511,Rent,1377196,3 years,0,7,17.4,382008,0,81,0,debt consolidation,Short Term,237512,278787,32823,733,1
6512,Own Home,1236824,10+ years,0,15,13.9,392810,0,31,0,debt consolidation,Long Term,99999999,105849,37620,674,0
6513,Own Home,656887,5 years,0,16,11,1133044,0,14,0,debt consolidation,Short Term,266222,341506,14178,731,1
6514,Rent,,5 years,0,8,12.1,340780,0,62,0,other,Short Term,108460,142158,11429,,0
6515,Home Mortgage,1013479,10+ years,0,16,22,1114234,0,,0,debt consolidation,Long Term,230362,542735,24307,731,0
6516,Rent,763895,5 years,0,8,17.2,556974,0,72,0,debt consolidation,Short Term,200640,224637,20307,666,0
6517,Home Mortgage,,2 years,0,14,20,1175526,0,,0,debt consolidation,Short Term,422048,750253,25861,,0
6518,Home Mortgage,,10+ years,0,8,15.1,154198,1,73,1,home improvements,Long Term,463320,19304,17316,,1
6519,Home Mortgage,464930,,0,7,31.8,303116,0,6,0,debt consolidation,Short Term,168234,225929,6897,7310,1
6520,Home Mortgage,1136124,4 years,0,5,15.6,1068980,0,,0,debt consolidation,Short Term,350812,374832,4762,747,0
6521,Rent,1499024,4 years,0,10,12.6,638484,0,43,0,debt consolidation,Long Term,539506,410267,38975,708,0
6522,Rent,1483520,10+ years,0,4,30.9,64372,0,38,0,debt consolidation,Short Term,128832,36708,8382,719,0
6523,Rent,2838030,7 years,0,20,14.2,2344958,0,,0,debt consolidation,Short Term,328614,411122,20765,745,0
6524,Rent,308408,5 years,0,11,6.9,271942,0,,0,small business,Short Term,99330,86659,3958,656,0
6525,Home Mortgage,514995,10+ years,0,14,24,401808,0,,0,debt consolidation,Short Term,166738,262694,10686,736,1
6526,Home Mortgage,1009812,10+ years,0,10,14.4,1215522,0,,0,debt consolidation,Long Term,441232,463999,10435,737,1
6527,Own Home,1262550,1 year,0,9,17.5,477158,0,11,0,business loan,Short Term,322476,321024,24199,711,0
6528,Home Mortgage,4181805,< 1 year,0,8,27.9,359568,0,,0,debt consolidation,Short Term,516494,210539,28750,750,0
6529,Home Mortgage,3888920,5 years,0,15,35.8,705254,0,,0,business loan,Short Term,461560,210748,18537,738,1
6530,Rent,752476,1 year,0,13,9,879538,0,20,0,debt consolidation,Short Term,113278,170145,4910,735,1
6531,Own Home,713336,4 years,0,5,13.5,208604,0,68,0,buy a car,Short Term,64526,30989,6658,697,0
6532,Rent,465937,1 year,0,11,10.8,250492,0,18,0,debt consolidation,Short Term,97108,131974,11920,731,0
6533,Rent,1168272,10+ years,0,21,21.7,811778,0,6,0,debt consolidation,Short Term,225456,337915,20640,728,1
6534,Home Mortgage,1120848,< 1 year,0,12,22.8,1538306,0,,0,debt consolidation,Long Term,475860,519460,4558,725,0
6535,Rent,1049921,10+ years,0,13,13.5,793804,0,56,0,debt consolidation,Short Term,221034,370196,16361,731,0
6536,Home Mortgage,967385,10+ years,0,7,21,190498,0,,0,home improvements,Long Term,492866,141968,17171,6650,1
6537,Home Mortgage,1499936,3 years,0,11,18.2,1193346,0,,0,debt consolidation,Long Term,534380,732773,34998,736,0
6538,Own Home,679763,3 years,0,8,8.6,185284,0,,0,debt consolidation,Short Term,80960,40166,10044,726,1
6539,Home Mortgage,920018,9 years,0,12,23.6,153252,2,55,2,home improvements,Short Term,139810,77026,15027,686,1
6540,Rent,,5 years,0,10,16.6,312202,0,,0,debt consolidation,Short Term,230846,176073,15981,,0
6541,Home Mortgage,1232416,10+ years,0,23,17.8,684684,0,22,0,debt consolidation,Long Term,439076,442301,29886,658,0
6542,Home Mortgage,968544,8 years,0,7,14.6,210364,0,35,0,debt consolidation,Short Term,107360,133342,10574,742,0
6543,Rent,1451220,10+ years,0,11,20.2,590128,0,,0,debt consolidation,Short Term,313676,347073,26364,7380,1
6544,Rent,859788,3 years,0,9,14.6,373780,1,31,1,debt consolidation,Short Term,99999999,222091,7810,743,0
6545,Home Mortgage,,2 years,0,7,14.9,833382,0,,0,debt consolidation,Short Term,438900,531886,26423,,0
6546,Home Mortgage,756884,10+ years,0,11,20.8,571670,0,,0,debt consolidation,Short Term,78870,285855,19490,714,0
6547,Rent,756732,10+ years,0,6,14.6,365706,0,,0,debt consolidation,Short Term,98582,264366,13180,719,0
6548,Home Mortgage,1722996,8 years,0,13,15,1323894,0,,0,major purchase,Long Term,221672,354445,7840,732,0
6549,Home Mortgage,3797720,7 years,0,12,17,640134,0,,0,buy house,Long Term,769538,378689,50636,6690,1
6550,Home Mortgage,1165878,10+ years,0,22,24,301774,0,7,0,debt consolidation,Short Term,314996,114152,31673,697,1
6551,Home Mortgage,675849,3 years,0,6,15.6,411312,0,,0,debt consolidation,Long Term,295130,237994,15544,717,0
6552,Home Mortgage,3233230,10+ years,0,7,23.5,487058,0,,0,debt consolidation,Short Term,535678,57627,26162,751,0
6553,Rent,996778,10+ years,0,7,26.6,972928,0,,0,debt consolidation,Short Term,161040,641117,18025,747,0
6554,Home Mortgage,,10+ years,0,24,16,1243968,0,,0,debt consolidation,Short Term,235202,570475,23744,,0
